name,constellation,magnitude,ra,dec
HIP 3584,Leo,2.84,10.48746,-36.67645
HIP 3585,Orion,1.33,13.0631,-12.89761
HIP 3586,Scorpius,1.8,3.89812,51.98014
HIP 3587,Taurus,5.83,22.98718,-42.16325
HIP 3588,Scorpius,6.02,0.5088,-34.62688
HIP 3589,Scorpius,4.73,2.78723,4.37125
HIP 3590,Taurus,6.3,17.30354,-23.25833
HIP 3591,Cassiopeia,3.65,0.35346,-11.49563
HIP 3592,Scorpius,3.21,16.70761,-49.33682
HIP 3593,Orion,6.47,15.37324,-6.23551
HIP 3594,Lyra,4.85,17.31307,-71.13395
HIP 3595,Orion,4.77,13.53641,46.48471
HIP 3596,Scorpius,7,11.22328,-82.91599
HIP 3597,Aquarius,6.92,14.28763,81.94186
HIP 3598,Ursa Major,3.87,1.64905,-24.1428
HIP 3599,Ursa Major,6.61,6.94081,65.47005
HIP 3600,Andromeda,7.84,9.30374,-57.60966
HIP 3601,Leo,6.51,8.32405,16.92006
HIP 3602,Ursa Major,5.92,8.94084,45.6856
HIP 3603,Lyra,7.03,21.81696,-89.60974
HIP 3604,Lyra,1.81,12.20497,-37.44504
HIP 3605,Aquarius,1.59,19.18504,-48.92657
HIP 3606,Leo,7.77,15.4382,87.74608
HIP 3607,Pegasus,7.03,6.63701,-62.50082
HIP 3608,Lyra,3.52,21.04317,-78.25511
HIP 3609,Cassiopeia,3.25,11.45549,5.00376
HIP 3610,Orion,7.66,9.96144,-30.60018
HIP 3611,Orion,3.09,18.39373,-45.80299
HIP 3612,Ursa Major,2.74,17.08938,-11.65928
HIP 3613,Orion,7.46,4.10711,2.39682
HIP 3614,Aquarius,4.23,20.54088,-19.00845
HIP 3615,Orion,5.11,21.53886,-61.82527
HIP 3616,Lyra,3.82,1.96515,48.60161
HIP 3617,Orion,2.86,21.19386,13.08765
HIP 3618,Taurus,5.31,2.14896,63.37893
HIP 3619,Leo,7.26,5.15574,72.41856
HIP 3620,Scorpius,6.17,10.01432,-11.18725
HIP 3621,Cygnus,1.86,1.03961,37.59617
HIP 3622,Orion,3.03,8.76145,-78.81499
HIP 3623,Pegasus,7.63,6.62597,-31.12396
HIP 3624,Draco,5.03,10.00958,-85.56334
HIP 3625,Taurus,6.96,8.12059,-85.15174
HIP 3626,Leo,5.49,7.1131,-81.68582
HIP 3627,Lyra,3.12,13.65203,-5.59055
HIP 3628,Orion,5.13,14.13394,58.1438
HIP 3629,Scorpius,1.13,9.00521,-63.41732
HIP 3630,Scorpius,2.64,4.35238,-79.80354
HIP 3631,Orion,5.54,15.53448,45.78959
HIP 3632,Lyra,1.88,20.5597,15.41137
HIP 3633,Ursa Major,3.49,11.2487,-80.86582
HIP 3634,Cygnus,2.91,2.11166,-7.05368
HIP 3635,Pegasus,1.75,17.75837,-40.84494
HIP 3636,Lyra,1.53,7.65236,-60.0311
HIP 3637,Ursa Major,5.48,20.47272,-17.92925
HIP 3638,Leo,1.66,15.25383,-32.89142
HIP 3639,Scorpius,1.01,19.07739,-30.80845
HIP 3640,Ursa Major,6.29,20.9202,60.99741
HIP 3641,Taurus,5.7,1.08577,75.31606
HIP 3642,Lyra,4.46,18.39664,40.59032
HIP 3643,Orion,1.19,15.79696,3.6671
HIP 3644,Draco,4.22,23.7491,61.1824
HIP 3645,Taurus,3.43,6.3577,16.49507
HIP 3646,Cassiopeia,5.3,23.01531,-43.8485
HIP 3647,Taurus,3.6,15.22652,0.02943
HIP 3648,Aquarius,1.07,9.76148,45.72086
HIP 3649,Lyra,3.17,15.87814,-76.8062
HIP 3650,Andromeda,3.78,6.07593,-9.00837
HIP 3651,Cassiopeia,7.41,13.28361,-42.07265
HIP 3652,Aquarius,5.43,22.3866,31.28971
HIP 3653,Orion,1.13,19.02152,-84.18534
HIP 3654,Pegasus,2.63,19.67125,80.40738
HIP 3655,Pegasus,6.45,1.7702,-47.32049
HIP 3656,Andromeda,6.68,11.04612,68.84774
HIP 3657,Aquarius,5.89,21.78791,60.68193
HIP 3658,Cassiopeia,7.59,17.45566,-59.45925
HIP 3659,Aquarius,7.32,21.16052,-46.55465
HIP 3660,Draco,7.11,13.86677,-36.57952
HIP 3661,Pegasus,6.39,5.80587,17.96795
HIP 3662,Aquarius,3.42,15.10908,14.1327
HIP 3663,Lyra,7.31,16.98855,23.24007
HIP 3664,Cassiopeia,4.81,22.28828,0.85204
HIP 3665,Lyra,4,8.12088,27.36027
HIP 3666,Aquarius,6.06,6.19013,-46.61326
HIP 3667,Taurus,1.17,19.70915,-66.98109
HIP 3668,Pegasus,1.13,8.8007,61.67309
HIP 3669,Andromeda,4.07,12.68792,-80.41293
HIP 3670,Pegasus,7.22,16.85735,30.94634
HIP 3671,Lyra,1.57,5.52926,-37.55795
HIP 3672,Pegasus,6.87,9.50032,89.98686
HIP 3673,Andromeda,6.59,13.73768,-53.87928
HIP 3674,Taurus,1.88,9.00725,77.8306
HIP 3675,Cygnus,4.38,11.39583,-28.65258
HIP 3676,Aquarius,5.17,17.20837,46.59796
HIP 3677,Draco,6.23,18.12682,-85.22323
HIP 3678,Leo,4.53,4.27756,63.35379
HIP 3679,Andromeda,3.5,16.4023,-18.49991
HIP 3680,Lyra,3.05,18.81246,65.49444
HIP 3681,Aquarius,1.28,4.77402,32.00485
HIP 3682,Draco,5.27,7.49181,2.10798
HIP 3683,Ursa Major,5,8.41361,4.79642
HIP 3684,Andromeda,6.02,5.82304,52.39569
HIP 3685,Scorpius,2,17.74554,33.74133
HIP 3686,Pegasus,4.97,18.45105,47.06678
HIP 3687,Cygnus,7.62,16.35597,48.9552
HIP 3688,Lyra,4.08,20.60572,-48.57832
HIP 3689,Taurus,6.73,13.22391,-63.16514
HIP 3690,Pegasus,5.04,15.87548,-56.42744
HIP 3691,Cassiopeia,4.63,13.96533,-63.91712
HIP 3692,Lyra,1.62,6.38006,33.62477
HIP 3693,Cassiopeia,4.3,9.65289,8.93652
HIP 3694,Andromeda,6,11.72063,23.18909
HIP 3695,Leo,3.74,8.84084,33.59367
HIP 3696,Aquarius,4.41,14.60552,48.6984
HIP 3697,Cygnus,7.84,2.06401,55.24492
HIP 3698,Leo,2.09,18.90146,21.53443
HIP 3699,Orion,5.16,23.36076,-49.84677
HIP 3700,Cassiopeia,3.91,17.78132,66.72303
HIP 3701,Pegasus,6.67,14.14143,-7.10829
HIP 3702,Scorpius,4.53,5.50485,28.26921
HIP 3703,Orion,6,12.47838,31.06944
HIP 3704,Leo,1.81,2.40793,-85.31592
HIP 3705,Draco,6.64,18.23506,-85.64681
HIP 3706,Lyra,4.21,14.82221,-25.0349
HIP 3707,Leo,7.01,22.20931,-7.43581
HIP 3708,Cygnus,7.45,0.02389,-51.23511
HIP 3709,Taurus,6.94,0.77329,-31.54418
HIP 3710,Cassiopeia,6.49,1.90291,-53.30155
HIP 3711,Cassiopeia,1.07,21.62592,-84.60564
HIP 3712,Andromeda,6.43,7.73702,18.24904
HIP 3713,Taurus,2.69,0.75478,66.81501
HIP 3714,Leo,7.71,7.22278,13.37553
HIP 3715,Cassiopeia,4.44,5.74064,-53.60435
HIP 3716,Cassiopeia,6.13,20.59254,-84.17911
HIP 3717,Orion,6.25,18.10702,-54.22971
HIP 3718,Taurus,7.5,10.57313,-38.98427
HIP 3719,Leo,3.02,12.46275,-44.31556
HIP 3720,Ursa Major,2.89,21.02818,-52.12648
HIP 3721,Pegasus,1.49,14.73774,-31.77106
HIP 3722,Cygnus,5.22,0.22898,-46.67003
HIP 3723,Ursa Major,1.69,19.91285,65.90083
HIP 3724,Lyra,7.41,21.55551,-27.61426
HIP 3725,Aquarius,7.53,7.06101,-41.24779
HIP 3726,Leo,2.13,22.30197,39.94388
HIP 3727,Draco,2.36,8.30604,58.95288
HIP 3728,Lyra,5.04,12.6449,-50.04657
HIP 3729,Cassiopeia,3.95,16.60721,28.38854
HIP 3730,Andromeda,4.97,19.58548,0.54878
HIP 3731,Lyra,7.33,2.27296,-33.95681
HIP 3732,Lyra,3.14,2.09269,40.41855
HIP 3733,Ursa Major,5.75,6.04779,69.86746
HIP 3734,Leo,2.3,7.63848,-22.78901
HIP 3735,Cassiopeia,4.18,22.00207,8.63165
HIP 3736,Cygnus,6.6,5.85759,-84.55838
HIP 3737,Scorpius,4.23,13.40113,-24.71555
HIP 3738,Andromeda,7.87,21.20395,81.02657
HIP 3739,Taurus,7.9,9.21993,75.78808
HIP 3740,Orion,2.44,21.41206,20.20121
HIP 3741,Cassiopeia,7.02,0.09441,-50.58533
HIP 3742,Lyra,4.14,1.96514,-22.19156
HIP 3743,Cassiopeia,7.63,5.85032,36.64629
HIP 3744,Lyra,6.01,11.87378,-80.3099
HIP 3745,Cygnus,1.21,20.94972,4.21195
HIP 3746,Taurus,4.79,5.8374,2.8457
HIP 3747,Pegasus,4.18,6.57128,-52.17692
HIP 3748,Cygnus,5.19,5.74801,9.21331
HIP 3749,Taurus,5.78,1.04807,-83.86468
HIP 3750,Scorpius,4.27,6.75155,-35.36182
HIP 3751,Draco,4.22,0.72022,-16.76098
HIP 3752,Scorpius,7.86,1.87159,-30.51093
HIP 3753,Leo,7.41,4.94783,10.57652
HIP 3754,Lyra,7.96,1.43384,-63.95026
HIP 3755,Ursa Major,3.48,18.49989,-80.62123
HIP 3756,Pegasus,7.83,11.38648,28.54598
HIP 3757,Orion,4.43,20.49698,-11.41653
HIP 3758,Leo,3.9,13.9315,-43.29208
HIP 3759,Taurus,3.47,14.7022,-60.88579
HIP 3760,Pegasus,7.16,22.57442,-84.47647
HIP 3761,Cygnus,3.93,23.47242,9.62109
HIP 3762,Aquarius,6.48,16.78045,-74.5388
HIP 3763,Andromeda,4.42,20.38587,24.18234
HIP 3764,Orion,6.62,23.52366,-20.20895
HIP 3765,Cassiopeia,7.04,6.39771,7.60591
HIP 3766,Cassiopeia,2.65,13.03528,22.9041
HIP 3767,Cygnus,5.9,9.5074,-73.52715
HIP 3768,Taurus,3.69,5.78751,-12.32748
HIP 3769,Draco,4.57,3.25211,-43.15767
HIP 3770,Cygnus,7.84,0.69559,62.94276
HIP 3771,Leo,2.31,3.14916,32.23257
HIP 3772,Leo,2.04,12.82578,12.35586
HIP 3773,Pegasus,1.71,3.38214,1.86054
HIP 3774,Andromeda,1.2,6.01293,39.39855
HIP 3775,Cassiopeia,3.15,19.64598,-20.9839
HIP 3776,Orion,2.06,5.94952,-46.08479
HIP 3777,Orion,7.2,4.04152,44.41499
HIP 3778,Taurus,3.35,12.41678,52.46335
HIP 3779,Andromeda,3.01,1.15002,84.07593
HIP 3780,Aquarius,4.37,16.66142,72.87215
HIP 3781,Lyra,2.47,20.0717,29.89714
HIP 3782,Cassiopeia,4.81,11.53062,-47.93197
HIP 3783,Aquarius,5.08,1.91725,9.55148
HIP 3784,Ursa Major,2.16,17.89446,-27.73688
HIP 3785,Taurus,1.42,3.16214,57.28477
HIP 3786,Lyra,2.37,0.06046,35.09273
HIP 3787,Lyra,5.97,4.45012,-80.61399
HIP 3788,Draco,2.76,3.06122,-28.9219
HIP 3789,Ursa Major,2.48,7.91126,16.21966
HIP 3790,Taurus,3.66,20.21681,-50.91177
HIP 3791,Lyra,1.6,9.56542,-53.04581
HIP 3792,Scorpius,5.43,1.02329,86.8453
HIP 3793,Cassiopeia,7.15,1.38582,-78.24329
HIP 3794,Scorpius,7.47,4.80105,-13.36253
HIP 3795,Cygnus,1.85,6.61243,-14.86108
HIP 3796,Scorpius,6.24,7.68377,65.07426
HIP 3797,Orion,6.8,12.51776,-19.06804
HIP 3798,Taurus,2.83,7.37134,-27.98212
HIP 3799,Ursa Major,5.14,5.11815,-9.5256
HIP 3800,Andromeda,3.68,20.63657,-11.23325
HIP 3801,Draco,1.01,23.70341,-35.14546
HIP 3802,Draco,2.7,4.7555,75.95088
HIP 3803,Andromeda,2.15,22.14884,89.5801
HIP 3804,Cygnus,7.31,18.58585,-88.69889
HIP 3805,Cassiopeia,3.98,20.93835,-48.04752
HIP 3806,Scorpius,1.89,23.67002,18.46237
HIP 3807,Cygnus,1.16,18.64247,-27.90082
HIP 3808,Pegasus,3.75,8.93942,-16.16074
HIP 3809,Cygnus,3.42,19.76148,-64.42126
HIP 3810,Lyra,4.53,9.4203,49.09255
HIP 3811,Scorpius,2.87,14.2036,62.69136
HIP 3812,Leo,2.96,4.49622,28.71753
HIP 3813,Taurus,3.1,1.64455,16.05332
HIP 3814,Aquarius,5.82,20.37902,-69.14208
HIP 3815,Scorpius,1.54,6.33832,78.79931
HIP 3816,Cassiopeia,4.72,11.01621,36.27709
HIP 3817,Ursa Major,1.9,9.64211,67.48828
HIP 3818,Lyra,4.68,12.42738,29.40665
HIP 3819,Pegasus,1.62,9.03175,85.40058
HIP 3820,Leo,7.6,5.7525,67.08868
HIP 3821,Ursa Major,5.08,20.18122,47.05278
HIP 3822,Cygnus,3.19,4.90058,50.82272
HIP 3823,Ursa Major,3.75,4.07836,68.17098
HIP 3824,Cassiopeia,4.15,10.91378,86.77641
HIP 3825,Cassiopeia,3.16,22.57399,-39.85086
HIP 3826,Orion,4.44,4.81745,-32.06949
HIP 3827,Scorpius,5.56,8.81127,80.27598
HIP 3828,Ursa Major,4.16,14.55923,-23.28522
HIP 3829,Taurus,7.5,2.35445,-22.26143
HIP 3830,Lyra,3.46,11.30214,68.51556
HIP 3831,Scorpius,5.19,22.54307,79.81242
HIP 3832,Leo,4.33,11.9025,73.6873
HIP 3833,Ursa Major,5.12,5.03971,-39.70959
HIP 3834,Cygnus,4.46,11.87951,53.37765
HIP 3835,Scorpius,7.02,11.51434,19.0189
HIP 3836,Taurus,2.65,21.46613,74.9499
HIP 3837,Cassiopeia,3.82,0.08365,-86.7984
HIP 3838,Aquarius,5.44,9.39697,57.17902
HIP 3839,Ursa Major,4.43,22.77999,16.45681
HIP 3840,Lyra,6.2,4.90601,-22.94605
HIP 3841,Scorpius,7.38,18.69589,1.27993
HIP 3842,Taurus,5.63,6.24804,28.33331
HIP 3843,Pegasus,5.5,16.87604,-78.89329
HIP 3844,Scorpius,7.17,7.14356,-54.08077
HIP 3845,Leo,7.4,20.58413,-87.40345
HIP 3846,Leo,1.44,15.7498,81.67025
HIP 3847,Pegasus,5.6,6.54522,89.66833
HIP 3848,Lyra,4.41,13.14026,-11.55347
HIP 3849,Scorpius,6.3,8.28088,73.06089
HIP 3850,Andromeda,2.52,3.44288,-6.97532
HIP 3851,Lyra,2.92,23.80562,82.4427
HIP 3852,Aquarius,1.73,22.35876,62.50624
HIP 3853,Taurus,4.4,15.35827,-35.09046
HIP 3854,Cygnus,3.36,4.83563,-0.15088
HIP 3855,Lyra,6.68,9.07463,-76.35154
HIP 3856,Lyra,3.21,15.40941,-15.29185
HIP 3857,Orion,1.93,4.89494,27.66491
HIP 3858,Andromeda,5.32,21.66598,-44.4772
HIP 3859,Aquarius,7.22,8.17282,-50.26215
HIP 3860,Leo,5.49,13.82263,-34.80308
HIP 3861,Pegasus,6.44,23.97158,-66.27805
HIP 3862,Ursa Major,2.31,9.6166,-54.31008
HIP 3863,Andromeda,3.12,15.46198,28.54346
HIP 3864,Cygnus,7.31,20.27467,-73.74252
HIP 3865,Taurus,6.63,4.83164,55.5672
HIP 3866,Ursa Major,3.19,10.20127,85.06052
HIP 3867,Orion,7.92,3.59184,72.95691
HIP 3868,Ursa Major,2.44,5.92389,67.28481
HIP 3869,Pegasus,5.04,0.64457,71.45774
HIP 3870,Andromeda,6.88,22.84668,-24.61853
HIP 3871,Leo,4.27,21.86171,-61.85823
HIP 3872,Pegasus,3.58,8.74435,71.24594
HIP 3873,Andromeda,7.33,14.98646,71.68749
HIP 3874,Cygnus,6.66,14.78546,73.23435
HIP 3875,Cygnus,4.5,17.81069,83.81676
HIP 3876,Ursa Major,7.81,3.74493,-46.27465
HIP 3877,Cassiopeia,1.35,10.88437,-89.55849
HIP 3878,Taurus,2.94,0.88275,-77.8232
HIP 3879,Cassiopeia,3.83,21.11413,-22.46162
HIP 3880,Leo,4.02,3.06478,21.33997
HIP 3881,Cygnus,3.96,4.75741,46.62833
HIP 3882,Lyra,6.26,20.1988,-10.74255
HIP 3883,Andromeda,6.82,19.04089,18.97936
HIP 3884,Cassiopeia,4.45,8.61993,-47.20728
HIP 3885,Cassiopeia,6.3,7.76409,82.82676
HIP 3886,Leo,2.26,16.30473,45.42297
HIP 3887,Andromeda,4,15.95618,12.34666
HIP 3888,Lyra,6.69,3.61824,53.79046
HIP 3889,Lyra,1.14,5.61991,-40.02835
HIP 3890,Cygnus,6.53,8.92704,83.3184
HIP 3891,Draco,1.2,21.01708,5.11175
HIP 3892,Draco,6.36,4.9483,38.87639
HIP 3893,Pegasus,5.46,5.56119,-65.4265
HIP 3894,Cygnus,2.7,5.94326,70.32917
HIP 3895,Taurus,6.45,8.91392,-3.67512
HIP 3896,Scorpius,6.38,16.98779,-71.72744
HIP 3897,Andromeda,7.04,9.32504,-25.55519
HIP 3898,Draco,6.82,23.42081,37.88752
HIP 3899,Draco,2,2.8188,-23.95447
HIP 3900,Orion,5.89,5.10565,10.59103
HIP 3901,Draco,2.07,17.02469,-42.68493
HIP 3902,Aquarius,2.02,21.43644,-77.88677
HIP 3903,Pegasus,2.56,9.71348,-35.51629
HIP 3904,Cassiopeia,5.15,15.46941,-12.29988
HIP 3905,Leo,4.29,12.87598,-14.38829
HIP 3906,Pegasus,4.21,8.72514,59.91982
HIP 3907,Lyra,2.35,8.30745,-29.00432
HIP 3908,Orion,4.17,20.81792,-6.91334
HIP 3909,Scorpius,3.4,2.66874,-73.72835
HIP 3910,Scorpius,3.62,13.1722,-56.84559
HIP 3911,Andromeda,1.65,1.22777,42.68098
HIP 3912,Andromeda,4.45,6.66409,40.08396
HIP 3913,Taurus,7.14,8.09839,10.35634
HIP 3914,Leo,5.77,18.90241,21.02626
HIP 3915,Taurus,2.5,8.67775,56.79556
HIP 3916,Taurus,7.68,23.53634,59.95447
HIP 3917,Aquarius,4.22,6.36322,82.21557
HIP 3918,Draco,6.5,7.09408,43.71088
HIP 3919,Taurus,7.35,10.65689,-41.47241
HIP 3920,Cygnus,4.02,6.81022,-6.83442
HIP 3921,Cassiopeia,4.04,8.22043,-72.10037
HIP 3922,Taurus,2.77,21.09277,-51.12496
HIP 3923,Scorpius,6.62,4.25491,-4.12437
HIP 3924,Aquarius,5.89,1.79471,47.3334
HIP 3925,Orion,7.19,4.73222,35.43918
HIP 3926,Orion,5.68,9.02969,-7.38937
HIP 3927,Cygnus,8,9.53114,-49.29297
HIP 3928,Ursa Major,3.04,3.59575,45.46961
HIP 3929,Scorpius,6.51,7.43622,81.96762
HIP 3930,Cygnus,3.54,17.51045,67.47518
HIP 3931,Pegasus,1.13,8.2599,20.65333
HIP 3932,Aquarius,7.26,12.91304,-16.3446
HIP 3933,Andromeda,7.98,14.19893,70.18256
HIP 3934,Lyra,2.43,10.01887,77.11255
HIP 3935,Cygnus,2.02,8.8171,-0.15533
HIP 3936,Taurus,1.04,20.90968,58.45548
HIP 3937,Aquarius,2.66,6.78348,1.94785
HIP 3938,Scorpius,1.66,13.68787,-3.96422
HIP 3939,Pegasus,5.36,12.0825,50.67012
HIP 3940,Cygnus,5.23,17.33092,-88.57256
HIP 3941,Ursa Major,6.83,10.12646,-60.97034
HIP 3942,Pegasus,2.67,23.27982,-82.98096
HIP 3943,Draco,1.94,3.66578,82.83963
HIP 3944,Aquarius,2.85,14.58019,-52.23576
HIP 3945,Cassiopeia,1.71,10.35881,-71.94467
HIP 3946,Orion,1.17,2.19966,49.79814
HIP 3947,Scorpius,3.95,12.93543,22.86889
HIP 3948,Taurus,5.8,22.91223,71.99098
HIP 3949,Lyra,6.91,13.32142,-78.56683
HIP 3950,Aquarius,4.62,10.65766,76.6365
HIP 3951,Leo,1.63,16.9239,-9.91439
HIP 3952,Lyra,6.54,13.13907,28.35619
HIP 3953,Cassiopeia,1.97,12.59882,-22.68822
HIP 3954,Cassiopeia,7.15,15.69789,25.66886
HIP 3955,Orion,2.95,23.8387,-55.66955
HIP 3956,Cassiopeia,6.53,9.07975,-52.65031
HIP 3957,Cassiopeia,1.27,21.9646,-68.47231
HIP 3958,Pegasus,6.64,13.29115,62.52803
HIP 3959,Leo,3.7,16.07394,88.29847
HIP 3960,Pegasus,1.27,23.53157,80.33361
HIP 3961,Cygnus,1.3,1.56922,-77.53637
HIP 3962,Aquarius,3.15,15.43164,-20.09806
HIP 3963,Orion,6.31,16.0127,-14.52719
HIP 3964,Leo,2.34,15.27293,1.86826
HIP 3965,Scorpius,6.8,21.13926,-33.91923
HIP 3966,Andromeda,2.11,7.05441,-66.49252
HIP 3967,Taurus,5.75,15.69657,-83.85889
HIP 3968,Pegasus,2.64,19.50225,31.90979
HIP 3969,Ursa Major,1.23,16.43919,-9.82995
HIP 3970,Cassiopeia,5.83,20.79761,89.15579
HIP 3971,Andromeda,2.35,7.91576,70.3447
HIP 3972,Cassiopeia,3.92,4.64203,-54.31289
HIP 3973,Pegasus,5.52,15.11653,-61.87138
HIP 3974,Lyra,6.09,20.71769,-76.56839
HIP 3975,Leo,7.68,14.24554,15.20255
HIP 3976,Aquarius,6.68,15.49847,-47.26256
HIP 3977,Lyra,7.18,13.76933,-41.64039
HIP 3978,Scorpius,5.1,20.85649,-23.18638
HIP 3979,Lyra,4.27,14.09748,-4.47316
HIP 3980,Aquarius,2.05,1.81704,20.88714
HIP 3981,Cygnus,2.04,18.54409,-2.46294
HIP 3982,Orion,5.48,20.3439,-57.9013
HIP 3983,Taurus,6.5,8.28099,-24.44246
HIP 3984,Draco,2.97,13.66457,67.64021
HIP 3985,Scorpius,6.41,8.82075,-85.10226
HIP 3986,Taurus,3.82,22.43069,88.25605
HIP 3987,Scorpius,2.94,0.77101,33.77176
HIP 3988,Draco,4.14,1.99991,-1.62102
HIP 3989,Ursa Major,4.12,12.08493,39.40978
HIP 3990,Scorpius,5.23,10.18073,-54.72558
HIP 3991,Aquarius,1.77,23.66397,72.6866
HIP 3992,Pegasus,1.13,5.49628,-66.34267
HIP 3993,Lyra,3.45,11.08039,30.55697
HIP 3994,Cygnus,6.07,15.69807,11.31271
HIP 3995,Ursa Major,6.6,23.66663,45.54694
HIP 3996,Andromeda,3.51,22.09445,-85.85479
HIP 3997,Cassiopeia,3.69,9.43725,-65.97338
HIP 3998,Scorpius,6.59,23.63283,-52.80573
HIP 3999,Lyra,1.61,2.04585,85.90885
HIP 4000,Leo,6.92,12.4489,53.27186
